Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024
"5300,""'142"",""Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.19"",,,"
"5300,""'142"",""Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""39.9"",""36.9"",""35.3"",""37.3"",""33.2"",""31.5"",""29.8"",""28.1"""
"5300,""'142"",""Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""44"",""39.8"",""37.2"",""39.3"",""35.1"",""33.7"",,"
"5300,""'142"",""Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""1825.7"",""1703.7"",""1640.2"",""1747"",""1568.4"",""1495.8"",""1423.5"",""1348.6"""
"5300,""'142"",""Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""2010.2"",""1836.2"",""1729.1"",""1840.6"",""1656.7"",""1598.2"",,"
"5301,""'143"",""Central Asia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.11"",""3.04"",""3.1"",""3.26"",""3.38"",""3.7"",""3.81"",""3.78"""
"5301,""'143"",""Central Asia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.68"",,,"
"5301,""'143"",""Central Asia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.89"",,,"
"5301,""'143"",""Central Asia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.31"",,,"
"5301,""'143"",""Central Asia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.44"",,,"
"5301,""'143"",""Central Asia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.85"",,,"
"5301,""'143"",""Central Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.22"",,,"
"5301,""'143"",""Central Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""21"",""18.6"",""17.6"",""19"",""16.9"",""16.4"",""15.6"",""14"""
"5301,""'143"",""Central Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""21.2"",""18.5"",""17.6"",""19.1"",""17.1"",""16.3"",,"
"5301,""'143"",""Central Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""15.2"",""13.7"",""13.2"",""14.5"",""13.2"",""13"",""12.6"",""11.5"""
"5301,""'143"",""Central Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""15.4"",""13.6"",""13.2"",""14.6"",""13.3"",""13"",,"
"5302,""'030"",""Eastern Asia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""4.08"",""4.22"",""4.36"",""4.66"",""4.89"",""5.39"",""5.74"",""5.95"""
"5302,""'030"",""Eastern Asia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.8"",,,"
"5302,""'030"",""Eastern Asia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.11"",,,"
"5302,""'030"",""Eastern Asia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.46"",,,"
"5302,""'030"",""Eastern Asia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.13"",,,"
"5302,""'030"",""Eastern Asia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.25"",,,"
"5302,""'030"",""Eastern Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.15"",,,"
"5302,""'030"",""Eastern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""26.5"",""23.1"",""20.9"",""22.2"",""14.6"",""14.4"",""13"",""11.6"""
"5302,""'030"",""Eastern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""25.7"",""22.3"",""20.2"",""21.3"",""13.9"",""13.7"",,"
"5302,""'030"",""Eastern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""438.2"",""383.1"",""348.4"",""369.4"",""243.4"",""239.8"",""215.7"",""192.2"""
"5302,""'030"",""Eastern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""424.6"",""370.1"",""335.2"",""354.1"",""231"",""227.8"",,"
"5303,""'034"",""Southern Asia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.32"",""3.37"",""3.43"",""3.57"",""3.79"",""4.2"",""4.41"",""4.57"""
"5303,""'034"",""Southern Asia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.46"",,,"
"5303,""'034"",""Southern Asia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.11"",,,"
"5303,""'034"",""Southern Asia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.35"",,,"
"5303,""'034"",""Southern Asia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.81"",,,"
"5303,""'034"",""Southern Asia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.87"",,,"
"5303,""'034"",""Southern Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.25"",,,"
"5303,""'034"",""Southern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""56.7"",""52.8"",""51.1"",""53.8"",""50.4"",""47"",""44.2"",""41.7"""
"5303,""'034"",""Southern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""63.9"",""58.3"",""54.6"",""57.7"",""55.5"",""52.8"",,"
"5303,""'034"",""Southern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""1086.7"",""1024"",""1002.9"",""1067.9"",""1009.1"",""949.6"",""903.6"",""861.5"""
"5303,""'034"",""Southern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""1225.3"",""1130.9"",""1070.3"",""1144"",""1112.5"",""1068.5"",,"
"5855,""'127"",""Southern Asia (excluding India)"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.4"",""3.44"",""3.5"",""3.61"",""3.84"",""4.27"",""4.49"",""4.64"""
"5855,""'127"",""Southern Asia (excluding India)"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.46"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.13"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.34"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.83"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.92"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.25"",,,"
"5855,""'127"",""Southern Asia (excluding India)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""50.5"",""48.5"",""48.9"",""49.5"",""47.5"",""46.4"",""58.6"",""56.1"""
"5855,""'127"",""Southern Asia (excluding India)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""50.3"",""48.2"",""48.5"",""49.1"",""47.1"",""46.2"",,"
"5855,""'127"",""Southern Asia (excluding India)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""281.8"",""273.8"",""279.8"",""287.7"",""279.7"",""277.1"",""354.7"",""344"""
"5855,""'127"",""Southern Asia (excluding India)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""280.4"",""272.1"",""277.6"",""285.3"",""277.7"",""275.8"",,"
"5304,""'035"",""South-eastern Asia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.53"",""3.62"",""3.72"",""3.89"",""3.97"",""4.29"",""4.52"",""4.63"""
"5304,""'035"",""South-eastern Asia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.68"",,,"
"5304,""'035"",""South-eastern Asia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.03"",,,"
"5304,""'035"",""South-eastern Asia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.46"",,,"
"5304,""'035"",""South-eastern Asia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.87"",,,"
"5304,""'035"",""South-eastern Asia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.8"",,,"
"5304,""'035"",""South-eastern Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.17"",,,"
"5304,""'035"",""South-eastern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""37.5"",""36.8"",""35"",""36.6"",""36.9"",""35.7"",""34.5"",""32.7"""
"5304,""'035"",""South-eastern Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""38"",""37.3"",""35.6"",""37.2"",""37.7"",""36.7"",,"
"5304,""'035"",""South-eastern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""246"",""243.7"",""234.3"",""246.8"",""250.8"",""244.3"",""238.2"",""227.6"""
"5304,""'035"",""South-eastern Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""249.2"",""247.4"",""238"",""251.2"",""256.3"",""251"",,"
"5305,""'145"",""Western Asia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.66"",""2.76"",""2.85"",""3.03"",""3.16"",""3.6"",""3.81"",""3.92"""
"5305,""'145"",""Western Asia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.5"",,,"
"5305,""'145"",""Western Asia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.96"",,,"
"5305,""'145"",""Western Asia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.35"",,,"
"5305,""'145"",""Western Asia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.53"",,,"
"5305,""'145"",""Western Asia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.63"",,,"
"5305,""'145"",""Western Asia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.19"",,,"
"5305,""'145"",""Western Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""14.4"",""14"",""14.6"",""16.8"",""17.7"",""16.5"",""17.5"",""18"""
"5305,""'145"",""Western Asia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""20.5"",""20.7"",""21.8"",""21.8"",""20.9"",""19.6"",,"
"5305,""'145"",""Western Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""39.5"",""39.1"",""41.5"",""48.4"",""51.8"",""49.2"",""53.3"",""55.7"""
"5305,""'145"",""Western Asia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""56.3"",""57.7"",""61.7"",""62.8"",""61.1"",""58.4"",,"
"5400,""'150"",""Europe"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.77"",""2.83"",""2.97"",""3.05"",""3.14"",""3.59"",""3.91"",""4.03"""
"5400,""'150"",""Europe"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.41"",,,"
"5400,""'150"",""Europe"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.76"",,,"
"5400,""'150"",""Europe"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.36"",,,"
"5400,""'150"",""Europe"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"5400,""'150"",""Europe"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.74"",,,"
"5400,""'150"",""Europe"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.11"",,,"
"5400,""'150"",""Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""8.3"",""8.1"",""7.3"",""7.1"",""6.2"",""5.6"",""5.6"",""5.3"""
"5400,""'150"",""Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""8.3"",""8.1"",""7.3"",""7.2"",""6.3"",""5.7"",,"
"5400,""'150"",""Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""62.3"",""60.4"",""54.5"",""53.3"",""46.3"",""42"",""41.4"",""39.4"""
"5400,""'150"",""Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""62.3"",""60.5"",""55"",""53.8"",""46.8"",""42.9"",,"
"5401,""'151"",""Eastern Europe"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.83"",""2.89"",""3.06"",""3.18"",""3.25"",""3.73"",""4.05"",""4.18"""
"5401,""'151"",""Eastern Europe"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.49"",,,"
"5401,""'151"",""Eastern Europe"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.8"",,,"
"5401,""'151"",""Eastern Europe"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.36"",,,"
"5401,""'151"",""Eastern Europe"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.72"",,,"
"5401,""'151"",""Eastern Europe"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.74"",,,"
"5401,""'151"",""Eastern Europe"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.13"",,,"
"5401,""'151"",""Eastern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""11"",""11.3"",""9.9"",""9.7"",""8.1"",""7.4"",""7.3"",""6.8"""
"5401,""'151"",""Eastern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""11"",""11.3"",""9.9"",""9.8"",""8.1"",""7.6"",,"
"5401,""'151"",""Eastern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""32.5"",""33.3"",""29"",""28.4"",""23.5"",""21.4"",""20.8"",""19.4"""
"5401,""'151"",""Eastern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""32.5"",""33.3"",""29.2"",""28.8"",""23.7"",""21.9"",,"
"5402,""'154"",""Northern Europe"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.62"",""2.66"",""2.77"",""2.84"",""2.9"",""3.27"",""3.58"",""3.68"""
"5402,""'154"",""Northern Europe"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.34"",,,"
"5402,""'154"",""Northern Europe"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.68"",,,"
"5402,""'154"",""Northern Europe"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.37"",,,"
"5402,""'154"",""Northern Europe"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"5402,""'154"",""Northern Europe"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.66"",,,"
"5402,""'154"",""Northern Europe"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.08"",,,"
"5402,""'154"",""Northern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""3.9"",""3.9"",""3.6"",""2.9"",""3"",""2.6"",""2.9"",""2.6"""
"5402,""'154"",""Northern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""3.9"",""4"",""3.6"",""2.9"",""3"",""2.7"",,"
"5402,""'154"",""Northern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""4.1"",""4"",""3.8"",""3.1"",""3.2"",""2.8"",""3.1"",""2.9"""
"5402,""'154"",""Northern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""4.1"",""4.2"",""3.8"",""3.1"",""3.2"",""2.9"",,"
"5403,""'039"",""Southern Europe"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.11"",""3.18"",""3.35"",""3.39"",""3.53"",""4.11"",""4.49"",""4.63"""
"5403,""'039"",""Southern Europe"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.48"",,,"
"5403,""'039"",""Southern Europe"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.91"",,,"
"5403,""'039"",""Southern Europe"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.41"",,,"
"5403,""'039"",""Southern Europe"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.83"",,,"
"5403,""'039"",""Southern Europe"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.78"",,,"
"5403,""'039"",""Southern Europe"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.13"",,,"
"5403,""'039"",""Southern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""13.9"",""12.4"",""11"",""11.4"",""9.8"",""8.8"",""8.7"",""8.5"""
"5403,""'039"",""Southern Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""13.9"",""12.4"",""11.2"",""11.4"",""9.9"",""9"",,"
"5403,""'039"",""Southern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""21.3"",""18.9"",""16.9"",""17.4"",""14.9"",""13.4"",""13.2"",""12.8"""
"5403,""'039"",""Southern Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""21.3"",""18.9"",""17.1"",""17.5"",""15"",""13.8"",,"
"5404,""'155"",""Western Europe"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.33"",""2.42"",""2.52"",""2.6"",""2.65"",""2.97"",""3.24"",""3.31"""
"5404,""'155"",""Western Europe"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.27"",,,"
